node,stability_so_far
injection,0.35
quality,0.43
menopause,0.41
key,0.37
depression,0.45
woman,0.39
weight,0.45
diagnosis,0.36
gel,0.35
research,0.41
hair,0.42
pituitary,0.41
people,0.45
testis,0.41
consider,0.37
diabete,0.4
overall,0.47
testicle,0.41
significant,0.36
sign,0.42
question,0.47
prostate,0.39
suggest,0.38
measure,0.36
vary,0.39
check,0.45
aging,0.45
right,0.45
avoid,0.35
follow,0.4
decline,0.44
feel,0.45
look,0.45
tell,0.45
work,0.45
associate,0.38
lot,0.45
lack,0.45
way,0.45
common,0.38
manage,0.33
individual,0.51
benefit,0.26
provide,0.35
think,0.45
role,0.31
hormonal,0.41
term,0.34
clinic,0.45
disease,0.41
effective,0.35
old,0.25
function,0.34
factor,0.37
haul,0.44
know,0.45
great,0.45
balance,0.32
primary,0.41
loss,0.44
total,0.36
naturally,0.43
mean,0.45
medication,0.35
physical,0.45
sex,0.33
contact,0.35
lead,0.43
issue,0.49
natural,0.42
storage,0.37
libido,0.45
study,0.37
thing,0.45
care,0.34
sexual,0.45
mass,0.44
treat,0.34
deficiency,0.36
bone,0.44
healthy,0.76
reduce,0.45
time,0.45
muscle,0.45
heart,0.3
process,0.22
range,0.42
produce,0.41
affect,0.43
decrease,0.44
certain,0.41
diagnose,0.36
fatigue,0.45
energy,0.45
option,0.41
improve,0.46
effect,0.35
mood,0.45
find,0.45
provider,0.35
start,0.45
normal,0.27
long,0.35
good,0.45
use,0.28
life,0.28
problem,0.42
hypogonadism,0.58
erectile,0.45
relate,0.37
risk,0.36
experience,0.45
dysfunction,0.45
production,0.41
body,0.39
doctor,0.44
test,0.36
lifestyle,0.37
change,0.33
age,0.28
therapy,0.36
like,0.45
increase,0.37
medical,0.4
result,0.37
male,0.55
high,0.42
help,0.45
condition,0.41
replacement,0.28
need,0.44
patient,0.49
important,0.43
drive,0.45
symptom,0.45
health,0.4
blood,0.42
hormone,0.41
include,0.37
cause,0.41
trt,0.39
not,0.45
treatment,0.45
man,0.36
level,0.44
low,0.45
testosterone,0.37
