node,deg,deg_norm,betweenness,eigenvector,pagerank,cluster
meno,19,0.002746062,6.66E-07,0.003365623,6.82E-05,0
menopausal,78,0.011273305,3.18E-06,0.009137725,0.000110017,6
menopause,654,0.09452233,0.001025225,0.026950719,0.000520461,6
mens,18,0.002601532,4.47E-07,0.002102705,7.64E-05,5
menstrual,90,0.01300766,1.46E-05,0.009533496,0.000141133,6
menstruate,15,0.002167943,1.54E-08,0.002886002,4.72E-05,7
menstruation,118,0.017054488,1.68E-05,0.011607773,0.000161042,6
mental,578,0.083538084,0.000714612,0.030635648,0.000508249,0
mentally,135,0.01951149,2.83E-05,0.014434603,0.000185088,6
mention,210,0.030351207,5.22E-05,0.018585976,0.000236027,0
mentor,19,0.002746062,5.21E-07,0.002943373,6.38E-05,7
menu,76,0.010984246,8.20E-06,0.009921249,0.000137333,0
mercury,19,0.002746062,6.50E-07,0.002964593,7.13E-05,10
merely,37,0.005347594,1.49E-06,0.005743142,9.26E-05,2
merit,16,0.002312473,1.50E-07,0.003058561,5.47E-05,0
merkle,16,0.002312473,7.13E-09,0.002836446,5.25E-05,7
merschel,15,0.002167943,2.86E-08,0.002631765,4.72E-05,9
mesotherapy,18,0.002601532,1.20E-07,0.002883883,6.17E-05,7
mess,20,0.002890591,9.90E-09,0.003975326,5.35E-05,2
message,142,0.020523197,3.30E-05,0.014601926,0.00019181,0
messaging,18,0.002601532,1.00E-07,0.002948593,6.54E-05,6
messenger,40,0.005781182,2.88E-07,0.005996136,7.68E-05,7
messy,18,0.002601532,4.06E-08,0.003291483,5.74E-05,2
meta,251,0.036276919,0.000191178,0.019872463,0.000338467,4
metab,71,0.010261598,0.000103094,0.005796721,0.000188083,5
metabolic,384,0.05549935,0.000399106,0.024009284,0.000401705,7
metabolise,35,0.005058534,5.27E-07,0.00551904,7.43E-05,7
metabolism,306,0.044226044,0.000394125,0.021028481,0.00037087,9
metabolite,54,0.007804596,2.42E-06,0.007764201,0.000108706,7
metabolization,19,0.002746062,1.31E-08,0.003899845,5.36E-05,2
metabolize,86,0.012429542,2.19E-06,0.011211347,0.000123093,2
metal,39,0.005636653,2.55E-06,0.005754916,9.61E-05,2
metastatic,68,0.00982801,6.16E-06,0.0084266,0.000104339,4
metered,33,0.004769475,6.85E-06,0.004258752,0.000109845,2
method,456,0.065905478,0.0003053,0.029719869,0.000413281,2
methodist,36,0.005203064,1.07E-06,0.005366719,7.80E-05,4
methodological,20,0.002890591,5.63E-07,0.003382768,6.51E-05,4
methodologically,19,0.002746062,9.32E-08,0.003608386,5.78E-05,0
methodologist,18,0.002601532,4.53E-08,0.003498369,5.74E-05,4
methodology,157,0.02269114,3.61E-05,0.015601024,0.000221469,4
methotrexate,18,0.002601532,2.19E-08,0.003082282,5.29E-05,7
metoclopramide,20,0.002890591,5.61E-07,0.003352546,7.00E-05,7
metronome,16,0.002312473,2.26E-08,0.003494235,5.03E-05,0
metropolitan,34,0.004914005,4.74E-06,0.005180287,9.31E-05,9
metros,20,0.002890591,6.51E-08,0.00359881,6.31E-05,6
metuchen,15,0.002167943,3.98E-08,0.001667104,7.31E-05,9
mg/5,20,0.002890591,7.71E-07,0.001757781,9.07E-05,2
mhb,17,0.002457002,3.66E-07,0.002098822,7.61E-05,9
mhc,20,0.002890591,2.27E-07,0.003614464,5.47E-05,9
miami,54,0.007804596,1.61E-05,0.005834505,0.000139559,8
michael,49,0.007081948,4.57E-06,0.006612325,0.00010283,9
michelle,30,0.004335887,2.61E-06,0.003783112,9.04E-05,8
michigan,48,0.006937419,2.43E-06,0.007069694,0.000106149,9
micro,20,0.002890591,1.02E-08,0.004219819,5.59E-05,7
microbiome,19,0.002746062,1.22E-07,0.003417188,6.08E-05,0
microdose,75,0.010839717,8.33E-06,0.009949198,0.000141082,2
microdosing,83,0.011995953,6.29E-06,0.011310127,0.000139882,2
microemboli,20,0.002890591,5.48E-07,0.00307232,7.39E-05,2
microneedle,13,0.001878884,5.23E-07,0.001903561,5.53E-05,6
microneedling,31,0.004480416,1.92E-06,0.00432407,8.67E-05,6
microphone,13,0.001878884,5.20E-07,0.002099115,5.31E-05,0
microporous,17,0.002457002,1.75E-07,0.002688675,6.08E-05,2
microprocessor,14,0.002023414,1.77E-09,0.002126252,4.91E-05,7
microscope,18,0.002601532,2.07E-06,0.002702642,6.50E-05,11
microsurgery,19,0.002746062,2.47E-07,0.003187859,5.90E-05,0
mid,107,0.015464663,8.48E-06,0.012814732,0.000154597,4
mid-,18,0.002601532,6.24E-08,0.003200653,5.56E-05,7
mid-20,20,0.002890591,7.15E-07,0.003197512,7.07E-05,10
mid-30s,20,0.002890591,1.66E-07,0.003731382,5.83E-05,4
middle,317,0.045815869,0.000231051,0.022746664,0.000338648,0
midlife,62,0.008960832,3.28E-05,0.008161264,0.0001248,0
midsection,36,0.005203064,2.55E-07,0.00564807,7.19E-05,7
midwest,18,0.002601532,2.12E-08,0.003348743,5.81E-05,0
mike,41,0.005925712,3.47E-06,0.004554974,9.43E-05,5
mild,255,0.036855037,7.89E-05,0.020928427,0.000273865,2
milestone,67,0.00968348,1.37E-05,0.006075381,0.00014364,3
milk,75,0.010839717,4.15E-05,0.007654916,0.000148354,7
milky,18,0.002601532,2.59E-08,0.002940498,5.65E-05,7
mill,20,0.002890591,1.11E-07,0.003679007,6.17E-05,0
millar,19,0.002746062,1.39E-07,0.003005271,6.50E-05,4
miller,40,0.005781182,2.21E-06,0.005534245,9.33E-05,0
millimeter,18,0.002601532,8.64E-09,0.003514957,5.55E-05,6
million,68,0.00982801,9.64E-07,0.008703483,9.10E-05,6
milman,20,0.002890591,2.99E-06,0.001824423,8.48E-05,5
mimic,158,0.02283567,4.67E-05,0.015846944,0.000199838,7
mimicking,19,0.002746062,3.01E-08,0.003905432,5.77E-05,2
mimics,19,0.002746062,2.19E-08,0.003696249,5.57E-05,4
mind,296,0.042780749,0.000317053,0.020608601,0.000335727,0
mindful,19,0.002746062,3.58E-08,0.003962317,5.73E-05,6
mindfulness,20,0.002890591,3.30E-07,0.003256808,7.19E-05,6
mindset,51,0.007371007,3.11E-06,0.007447652,0.000111811,6
mindy,17,0.002457002,8.37E-07,0.002586851,7.28E-05,0
miner,19,0.002746062,1.36E-06,0.000395209,0.000117043,5
mineral,226,0.03266368,6.77E-05,0.01819723,0.000243557,6
minhas,35,0.005058534,2.95E-05,0.003148574,0.000128046,5
mini,19,0.002746062,1.38E-07,0.003506727,5.82E-05,7
miniaturization,17,0.002457002,8.02E-08,0.003139255,5.40E-05,7
minimal,122,0.017632606,3.51E-05,0.013886187,0.000180257,2
minimally,58,0.008382714,6.34E-06,0.008284342,0.000114936,2
minimise,146,0.021101315,2.09E-05,0.016111505,0.000190111,7
minimize,192,0.027749675,1.54E-05,0.018845566,0.000203978,2
minimum,126,0.018210724,1.62E-05,0.014602257,0.000167906,2
minn,10,0.001445296,1.15E-09,0.001498329,4.81E-05,9
minnesota,12,0.001734355,5.58E-08,0.001824224,5.63E-05,9
minor,146,0.021101315,0.000232118,0.013301954,0.000256063,9
minoxidil,74,0.010695187,6.42E-06,0.00936967,0.000139587,7
minstlm,19,0.002746062,9.50E-07,0.002323288,8.70E-05,9
minus,47,0.006792889,3.17E-07,0.007570626,8.51E-05,0
minute,447,0.064604712,0.000528505,0.027743319,0.000456732,2
minutes.425,20,0.002890591,1.93E-07,0.003213726,6.77E-05,4
minutes.438,18,0.002601532,1.17E-07,0.003335974,5.84E-05,2
miracle,20,0.002890591,4.04E-07,0.003579191,6.09E-05,0
miraculous,15,0.002167943,1.47E-08,0.002875689,4.95E-05,0
mirror,19,0.002746062,1.31E-07,0.003515599,5.77E-05,0
mirroring,20,0.002890591,1.73E-07,0.003319355,6.56E-05,4
misconception,86,0.012429542,1.30E-05,0.010002741,0.00013457,0
misdiagnose,54,0.007804596,6.08E-06,0.007314519,0.000104984,4
misdiagnosis,18,0.002601532,1.06E-08,0.003264133,4.98E-05,4
miserable,37,0.005347594,2.71E-06,0.005663151,8.39E-05,0
misinformation,18,0.002601532,3.23E-08,0.003322154,5.55E-05,9
mislead,50,0.007226478,1.98E-06,0.007697602,0.000103357,0
misleading,35,0.005058534,2.85E-07,0.005676045,7.11E-05,6
miss,266,0.038444862,9.41E-05,0.020824728,0.000274692,0
mission,115,0.016620899,3.72E-05,0.011410976,0.000177564,9
mistake,72,0.010406128,1.88E-05,0.008229007,0.00012999,0
mistaken,17,0.002457002,2.82E-08,0.003040671,5.27E-05,6
misunderstand,18,0.002601532,1.38E-07,0.002815242,6.55E-05,7
misunderstanding,15,0.002167943,3.43E-09,0.00278907,4.32E-05,6
misunderstood,30,0.004335887,1.02E-06,0.00482341,6.65E-05,2
misuse,91,0.01315219,5.05E-06,0.01114526,0.00013593,7
mitch,410,0.059257118,0.000363414,0.025226896,0.000432008,0
mitigate,113,0.01633184,1.73E-05,0.012618006,0.000158099,7
mitigation,19,0.002746062,7.50E-07,0.003799759,5.96E-05,4
mix,90,0.01300766,8.17E-06,0.010859248,0.000136017,0
mixed,106,0.015320133,5.89E-06,0.012072293,0.000139994,4
mixture,36,0.005203064,2.09E-06,0.005294445,9.06E-05,2
mizokami,20,0.002890591,3.48E-06,0.002220121,8.89E-05,5
mmas,17,0.002457002,9.07E-08,0.003062692,5.26E-05,4
mobile,18,0.002601532,5.80E-07,0.002753218,5.09E-05,0
mobility,54,0.007804596,5.26E-06,0.007234932,0.000115968,6
modality,103,0.014886544,1.68E-05,0.012498454,0.000158862,2
mode,48,0.006937419,1.18E-05,0.006714899,9.84E-05,10
model,68,0.00982801,4.00E-05,0.008210125,0.000156536,1
moderate,373,0.053909524,0.000203956,0.024717268,0.000367458,4
moderately,32,0.004624946,1.47E-06,0.004636239,7.31E-05,4
moderation,38,0.005492123,1.91E-06,0.005891547,9.11E-05,10
modern,73,0.010550658,7.59E-06,0.009544536,0.000136825,7
modest,68,0.00982801,3.28E-06,0.008802956,0.000104351,6
modifiable,50,0.007226478,3.89E-06,0.007208948,0.000104914,0
modification,183,0.026448909,2.47E-05,0.017156258,0.000190223,2
modify,130,0.018788842,0.00010628,0.012509461,0.000224351,9
modulate,19,0.002746062,4.51E-08,0.003632548,6.12E-05,6
modulator,86,0.012429542,1.18E-05,0.009815992,0.000137302,7
mohit,20,0.002890591,1.02E-05,0.001282246,0.000103668,9
mohr,19,0.002746062,1.69E-07,0.002517655,6.59E-05,5
moisture,17,0.002457002,1.39E-07,0.002858004,6.57E-05,2
moisturize,15,0.002167943,7.43E-08,0.00269431,5.61E-05,2
moisturizing,31,0.004480416,1.39E-06,0.005001914,8.15E-05,2
mojo,15,0.002167943,1.32E-07,0.002502737,5.13E-05,0
molecular,87,0.012574071,0.00012739,0.008221435,0.000211705,5
molecule,17,0.002457002,8.47E-09,0.003355119,4.94E-05,7
moment,84,0.012140483,2.39E-05,0.010650422,0.000147195,0
monday,19,0.002746062,1.67E-08,0.003810275,5.30E-05,4
money,61,0.008816303,3.93E-06,0.008740356,0.000119041,0
monitor,559,0.080792022,0.000336444,0.030550059,0.000413803,4
monitored,17,0.002457002,5.22E-08,0.003104294,5.32E-05,7
monitoring,375,0.054198584,0.000198481,0.026308083,0.000362113,4
monkeypox,18,0.002601532,2.60E-07,0.002198753,7.67E-05,3
monocyte,12,0.001734355,1.81E-06,0.001427727,5.98E-05,7
monograph,20,0.002890591,1.32E-07,0.002749327,7.30E-05,2
monosaturate,16,0.002312473,1.37E-07,0.002655387,5.72E-05,10
monotherapy,97,0.014019367,1.00E-05,0.011381754,0.000148269,7
month,883,0.127619598,0.001506335,0.039090221,0.000679602,2
monthly,74,0.010695187,7.35E-06,0.010099124,0.000134708,2
months).5,19,0.002746062,4.81E-08,0.003434497,5.85E-05,4
months.447,19,0.002746062,2.47E-08,0.003843452,5.81E-05,2
months.77,19,0.002746062,1.35E-08,0.003454453,5.48E-05,6
montori,19,0.002746062,1.25E-07,0.002965434,5.87E-05,5
montreal,19,0.002746062,2.39E-06,0.002185567,8.02E-05,9
mood,719,0.103916751,0.000979468,0.030637942,0.000548622,6
moodiness,80,0.011562365,6.29E-06,0.009543588,0.000113745,6
morbidity,72,0.010406128,8.26E-06,0.009216346,0.000127993,7
morgentaler,75,0.010839717,0.000255421,0.006681443,0.000205727,9
morning,462,0.066772655,0.000290586,0.025411047,0.000373068,2
moroccan,17,0.002457002,3.18E-07,0.002709621,5.64E-05,10
mortality,164,0.023702847,4.19E-05,0.01439577,0.000219165,4
mortality.56,18,0.002601532,5.83E-08,0.003190607,5.92E-05,4
mortality.67,19,0.002746062,5.53E-07,0.003506971,5.63E-05,4
moserthroughout,16,0.002312473,7.04E-08,0.002784227,5.95E-05,9
mother,87,0.012574071,2.46E-05,0.009656968,0.000163215,7
motility,36,0.005203064,1.09E-06,0.005654733,8.34E-05,10
motion,19,0.002746062,3.87E-08,0.003307472,5.87E-05,7
motional,20,0.002890591,1.01E-07,0.00371629,6.35E-05,0
motivate,39,0.005636653,1.88E-06,0.005904207,8.54E-05,6
motivated,52,0.007515537,9.25E-07,0.007676871,8.86E-05,0
motivation,240,0.034687094,8.55E-05,0.019002707,0.000277577,6
mount,39,0.005636653,8.00E-08,0.006038174,7.06E-05,7
mountain,34,0.004914005,4.94E-06,0.004432412,9.80E-05,9
moura,20,0.002890591,1.19E-06,0.002052568,9.64E-05,5
mouse,18,0.002601532,3.06E-07,0.002550042,7.42E-05,9
moustache,18,0.002601532,1.47E-07,0.002845822,6.38E-05,6
mouth,103,0.014886544,3.10E-06,0.012219136,0.000128737,2
movement,16,0.002312473,1.43E-07,0.003069274,5.56E-05,0
movie,37,0.005347594,1.23E-05,0.005255903,1.00E-04,0
mph,25,0.003613239,0.000107907,0.00102357,0.000129126,5
mrcgp,48,0.006937419,5.79E-06,0.006492276,0.000103556,9
mri,98,0.014163897,1.20E-05,0.010682687,0.000154987,7
mris,18,0.002601532,2.89E-08,0.003290073,5.21E-05,7
mrsb,19,0.002746062,1.11E-06,0.002249796,8.91E-05,9
msacl.org,18,0.002601532,3.41E-07,0.002326002,7.66E-05,9
msc,40,0.005781182,0.000127295,0.002386296,0.000175107,5
muco,19,0.002746062,9.09E-07,0.00288534,6.61E-05,2
mucosa,37,0.005347594,1.82E-06,0.0060717,9.12E-05,2
mucosal,19,0.002746062,3.95E-08,0.003771383,5.75E-05,2
mucous,19,0.002746062,3.45E-08,0.003824712,5.78E-05,2
muddle,20,0.002890591,1.57E-08,0.003867866,5.89E-05,6
mulhall,45,0.00650383,9.14E-05,0.005116101,0.000137008,5
multi,105,0.015175603,9.12E-05,0.011474033,0.000199672,3
multicenter,36,0.005203064,2.00E-06,0.005220087,9.10E-05,4
multidisciplinary,45,0.00650383,4.43E-06,0.006026771,0.000100279,9
multidose,16,0.002312473,7.25E-07,0.0017816,7.75E-05,2
multifactorial,54,0.007804596,6.48E-06,0.007844005,0.000110131,6
multimedia,18,0.002601532,7.49E-08,0.003309733,5.58E-05,4
multimorbidity,57,0.008238185,2.54E-06,0.007748086,0.000108047,4
multiple,370,0.053475936,0.000195661,0.026030496,0.000345929,2
multisystem,19,0.002746062,3.68E-07,0.00318882,5.87E-05,7
multitude,18,0.002601532,5.25E-08,0.003043534,5.60E-05,7
multivitamin,58,0.008382714,2.59E-06,0.00782517,0.000103247,2
mump,103,0.014886544,2.58E-05,0.010519892,0.000162973,7
mumps,52,0.007515537,1.57E-06,0.006829787,0.000101305,7
muniz,20,0.002890591,1.51E-06,0.000644909,0.000120658,5
murad,19,0.002746062,1.03E-06,0.000385512,0.000118174,5
muraleedharan,20,0.002890591,2.08E-07,0.003528432,6.09E-05,4
"muraleedharan,233",19,0.002746062,4.72E-08,0.003163544,6.07E-05,4
muscle,1015,0.1466975,0.002417321,0.033241695,0.000671414,6
muscular,170,0.024570025,4.04E-05,0.015001393,0.000208778,6
musculature,34,0.004914005,4.28E-06,0.004957552,8.43E-05,6
muse,18,0.002601532,8.48E-08,0.002837547,6.63E-05,2
mushroom,19,0.002746062,2.37E-06,0.00280684,7.05E-05,6
musi,96,0.013874837,1.58E-05,0.010058916,0.000154227,0
music,30,0.004335887,1.05E-06,0.003912406,8.76E-05,0
mutation,89,0.012863131,9.34E-06,0.009328174,0.000141752,7
muthigi,169,0.024425495,2.27E-05,0.016132192,0.000195411,2
mychart,48,0.006937419,5.23E-06,0.006865107,0.000115137,0
myelodysplastic,16,0.002312473,3.68E-07,0.003054545,5.12E-05,7
myers,19,0.002746062,1.76E-07,0.00279472,6.99E-05,8
myhealth,38,0.005492123,4.28E-06,0.005143399,7.85E-05,0
myocardial,138,0.019945079,3.05E-05,0.013479549,0.000220386,4
myotonic,33,0.004769475,1.92E-06,0.004377279,8.97E-05,7
myriad,70,0.010117069,1.37E-06,0.009346009,9.68E-05,6
myth,212,0.030640266,7.39E-05,0.018019555,0.000263148,0
n.l,20,0.002890591,1.34E-06,0.002348558,8.60E-05,5
"n=1,261",17,0.002457002,1.18E-07,0.002602204,6.16E-05,4
"n=1,773",15,0.002167943,6.16E-08,0.00246989,5.44E-05,4
n=13,20,0.002890591,2.36E-07,0.003341029,6.52E-05,4
n=238,16,0.002312473,4.48E-08,0.002956085,4.67E-05,4
n=343,16,0.002312473,1.79E-07,0.002551895,5.52E-05,4
"n=37,565",16,0.002312473,1.81E-08,0.003021852,4.99E-05,4
n=395,18,0.002601532,1.52E-08,0.003462022,4.69E-05,4
"n=55,593",18,0.002601532,2.10E-07,0.002755771,6.45E-05,4
n=581,18,0.002601532,1.64E-07,0.002910147,5.82E-05,4
nad,18,0.002601532,1.02E-07,0.002975997,5.60E-05,7
nada,17,0.002457002,1.57E-07,0.002773532,5.87E-05,0
nagaraju,20,0.002890591,3.82E-07,0.003801342,6.41E-05,4
nagging,19,0.002746062,7.48E-08,0.003371014,6.04E-05,0
nail,32,0.004624946,3.05E-07,0.005509788,7.50E-05,0
namesake,17,0.002457002,1.51E-07,0.002497679,6.54E-05,10
namiki,20,0.002890591,4.81E-06,0.002192498,9.00E-05,5
nandrolone,17,0.002457002,3.16E-07,0.003544635,5.85E-05,2
nannan,20,0.002890591,3.61E-08,0.003637364,5.56E-05,9
nanogram,174,0.025148143,2.80E-05,0.014041861,0.00018232,4
nanomole,14,0.002023414,1.70E-08,0.002570375,4.86E-05,4
narcotic,54,0.007804596,7.24E-07,0.007227538,9.01E-05,7
narrow,65,0.009394421,5.66E-06,0.007961481,0.000119134,2
narrowing,31,0.004480416,5.56E-07,0.004763978,6.88E-05,6
nasal,253,0.036565978,0.000119487,0.020538152,0.000306888,2
nasir,123,0.017777135,1.35E-05,0.01275697,0.00017106,4
nasopharyngitis,19,0.002746062,1.88E-07,0.003487634,6.35E-05,2
natesto,133,0.019222431,4.77E-05,0.013954441,0.000215524,2
nation,48,0.006937419,1.13E-05,0.006272988,0.000110386,9
national,308,0.044515103,0.000561039,0.019035011,0.000393971,9
nationwide,58,0.008382714,8.82E-06,0.008299405,0.000124912,9
native,19,0.002746062,2.62E-08,0.003910697,5.06E-05,0
natural,635,0.091776268,0.00055948,0.031961533,0.000476529,7
naturally,513,0.074143662,0.000319462,0.025522994,0.000378513,7
nature,186,0.026882497,0.000103238,0.01757672,0.000257673,4
naturopathic,19,0.002746062,7.59E-08,0.003822192,5.69E-05,0
nausea,78,0.011273305,1.66E-05,0.009973226,0.000142504,6
navigate,84,0.012140483,3.87E-06,0.010518386,0.000127456,2
navigation,34,0.004914005,1.49E-06,0.00494224,8.85E-05,0
navy,20,0.002890591,6.49E-07,0.001496576,9.19E-05,10
nayeri,44,0.0063593,7.76E-07,0.006644848,8.67E-05,4
naïve,20,0.002890591,1.16E-07,0.003455485,6.27E-05,4
ncbi.nlm.nih.gov,49,0.007081948,2.48E-05,0.004110925,0.000183005,5
ncic,35,0.005058534,6.88E-06,0.004221578,0.000104898,9
neapolitan,16,0.002312473,9.36E-08,0.002845894,6.27E-05,0
near,195,0.028183263,6.78E-05,0.017338675,0.000233945,0
nearby,19,0.002746062,1.27E-07,0.003484326,5.88E-05,0
nearly,227,0.032808209,0.00011732,0.018097265,0.000261665,4
nebido,44,0.0063593,6.67E-06,0.005790461,0.000118166,2
nebraska,19,0.002746062,1.28E-06,0.002687357,6.98E-05,9
necessarily,353,0.051018933,0.000247438,0.024828148,0.000354011,0
necessary,449,0.064893771,0.000344539,0.02887458,0.000412378,2
necessitate,20,0.002890591,4.65E-07,0.003333141,6.48E-05,4
necessity,16,0.002312473,2.99E-08,0.002641416,6.33E-05,0
neck,51,0.007371007,8.66E-06,0.006434072,0.000110883,7
need,1550,0.224020812,0.006695555,0.045775071,0.00095327,0
needle,236,0.034108975,0.000159133,0.01851674,0.000290852,2
needless,17,0.002457002,2.33E-08,0.003754183,5.12E-05,2
negate,37,0.005347594,5.11E-07,0.005935894,8.14E-05,4
negative,350,0.050585345,0.000201465,0.023590085,0.000349354,7
negatively,163,0.023558318,1.99E-05,0.015973784,0.000184225,7
negativity,20,0.002890591,9.80E-08,0.003667278,7.00E-05,1
neglect,20,0.002890591,1.31E-07,0.003630693,6.02E-05,6
negotiable,30,0.004335887,2.37E-07,0.005794358,6.88E-05,2
nehra,20,0.002890591,1.26E-06,0.002108254,8.32E-05,5
neighbor,17,0.002457002,4.08E-08,0.003339318,5.76E-05,0
nejmoa2215025,17,0.002457002,1.45E-07,0.002772808,6.38E-05,4
nelson,63,0.009105362,0.00060152,0.003757009,0.000199113,5
neonatal,17,0.002457002,2.36E-07,0.003114893,5.79E-05,7
nerd,18,0.002601532,1.53E-08,0.003440831,5.00E-05,7
nerve,65,0.009394421,3.92E-06,0.008577288,0.000103993,7
nervosa,19,0.002746062,3.94E-08,0.003279182,5.92E-05,7
nervous,113,0.01633184,7.35E-05,0.01063529,0.000215107,6
nestle,16,0.002312473,4.17E-07,0.001633787,7.17E-05,9
net,57,0.008238185,6.69E-06,0.006666499,0.000105747,4
netflix,16,0.002312473,6.00E-08,0.00298099,6.10E-05,0
network,141,0.020378667,0.000101231,0.012137384,0.000245019,9
neural,35,0.005058534,1.16E-05,0.004826101,9.12E-05,6
neurochemical,20,0.002890591,7.78E-08,0.003681401,6.41E-05,6
neuroimage,20,0.002890591,1.68E-06,0.002553934,7.63E-05,5
neurological,31,0.004480416,2.97E-06,0.004153768,8.55E-05,7
neuropathy,20,0.002890591,4.45E-08,0.003425795,5.12E-05,7
neuropsychiatric,18,0.002601532,2.59E-07,0.002947259,6.14E-05,7
neurotransmitter,127,0.018355254,2.92E-05,0.012889213,0.000198585,7
neutral,45,0.00650383,8.60E-06,0.006222468,0.000106884,4
neutralize,17,0.002457002,1.19E-08,0.00320649,5.28E-05,7
neutrophil,15,0.002167943,5.91E-06,0.001729903,6.43E-05,7
never,288,0.041624512,0.000115337,0.022209508,0.00029831,0
new,808,0.116779881,0.002351964,0.037240786,0.000723976,2
newborn,40,0.005781182,1.16E-05,0.004623189,9.16E-05,7
newly,20,0.002890591,1.00E-06,0.00346073,6.26E-05,0
newlywed,18,0.002601532,1.02E-07,0.003598151,5.93E-05,0
news,267,0.038589392,0.000385185,0.019072196,0.000361679,9
newsletter,90,0.01300766,3.73E-05,0.007997789,0.00013751,9
newsroom,18,0.002601532,1.62E-07,0.003108578,6.38E-05,0
nexus,19,0.002746062,3.01E-07,0.002580443,7.28E-05,9
nhs,252,0.036421448,0.000261804,0.02005065,0.000316211,2
nice,73,0.010550658,5.66E-06,0.009804499,0.000119853,0
niche,19,0.002746062,9.71E-07,0.002975491,7.28E-05,0
nicolas,35,0.005058534,2.52E-06,0.004662768,8.43E-05,9
nicole,18,0.002601532,5.81E-08,0.003030061,5.34E-05,9
nicotine,18,0.002601532,9.71E-08,0.003544631,5.80E-05,2
nificant,20,0.002890591,4.45E-07,0.003514705,6.48E-05,4
night,347,0.050151756,0.000315831,0.023530136,0.000375956,0
nighter,19,0.002746062,1.50E-07,0.003181187,6.54E-05,0
nightly,18,0.002601532,4.01E-08,0.003536186,5.86E-05,7
