node,stability_so_far
injection,0.335
quality,0.385
menopause,0.34
key,0.335
depression,0.41
woman,0.43
weight,0.4
diagnosis,0.345
gel,0.335
research,0.405
hair,0.445
pituitary,0.435
people,0.43
testis,0.435
consider,0.345
diabete,0.395
overall,0.425
testicle,0.435
significant,0.345
sign,0.38
question,0.44
prostate,0.355
suggest,0.345
measure,0.34
vary,0.35
check,0.43
aging,0.44
right,0.43
avoid,0.335
follow,0.355
decline,0.385
feel,0.43
look,0.43
tell,0.43
work,0.43
associate,0.405
lot,0.43
lack,0.41
way,0.43
common,0.42
manage,0.32
individual,0.485
benefit,0.315
provide,0.365
think,0.43
role,0.345
hormonal,0.445
term,0.325
clinic,0.42
disease,0.435
effective,0.34
old,0.285
function,0.375
factor,0.4
haul,0.425
know,0.43
great,0.43
balance,0.33
primary,0.435
loss,0.405
total,0.34
naturally,0.45
mean,0.43
medication,0.335
physical,0.41
sex,0.355
contact,0.335
lead,0.455
issue,0.515
natural,0.435
storage,0.35
libido,0.41
study,0.345
thing,0.43
care,0.26
sexual,0.41
mass,0.405
treat,0.345
deficiency,0.35
bone,0.405
healthy,0.685
reduce,0.41
time,0.43
muscle,0.41
heart,0.285
process,0.24
range,0.37
produce,0.435
affect,0.455
decrease,0.405
certain,0.435
diagnose,0.335
fatigue,0.41
energy,0.41
option,0.375
improve,0.415
effect,0.335
mood,0.41
find,0.43
provider,0.31
start,0.43
normal,0.28
long,0.335
good,0.43
use,0.27
life,0.285
problem,0.44
hypogonadism,0.55
erectile,0.41
relate,0.38
risk,0.335
experience,0.415
dysfunction,0.41
production,0.44
body,0.355
doctor,0.42
test,0.335
lifestyle,0.315
change,0.35
age,0.28
therapy,0.335
like,0.43
increase,0.4
medical,0.395
result,0.335
male,0.52
high,0.44
help,0.42
condition,0.435
replacement,0.28
need,0.4
patient,0.485
important,0.425
drive,0.41
symptom,0.41
health,0.395
blood,0.45
hormone,0.435
include,0.415
cause,0.435
trt,0.355
not,0.43
treatment,0.455
man,0.33
level,0.44
low,0.41
testosterone,0.365
