node,stability,mode_cluster
precaution,0.3325,2
essence,0.375,4
instruction,0.33,3
following,0.38,0
tease,0.405,1
adversely,0.3825,4
yearly,0.365,2
pointer,0.4525,0
user,0.4225,2
cbc,0.4625,0
illuminate,0.3425,0
hint,0.35,1
sustained,0.33,3
pastuszak,0.405,1
prevention,0.35,8
unbiased,0.26,3
pump,0.33,3
rct,0.3425,3
finasteride,0.4625,0
pattern,0.46,0
ingredient,0.675,7
dhea,0.4225,0
insert,0.33,3
pinch,0.33,3
weekly,0.33,3
folk,0.405,1
milestone,0.415,8
minimise,0.4625,0
swerdloff,0.5225,6
barrier,0.33,3
ahead,0.405,1
esteem,0.3775,4
hpg,0.4475,0
persistent,0.3725,4
warning,0.3375,3
immune,0.4475,0
circumference,0.3425,3
incidence,0.3375,3
advance,0.345,3
functional,0.5225,6
interesting,0.405,1
element,0.3125,1
modulator,0.445,0
sexually,0.4425,0
player,0.405,1
breathing,0.42,0
dark,0.6775,7
video,0.2975,0
fitness,0.325,4
uva,0.3725,5
travel,0.4225,0
fruit,0.6775,7
rhythm,0.3275,3
natesto,0.33,3
metronome,0.405,1
february,0.3225,3
apparent,0.305,2
requirement,0.3325,3
pharmaceutical,0.35,3
suppression,0.4475,0
classical,0.4475,0
radio,0.405,1
broken,0.375,4
swell,0.4625,0
institutes,0.3725,5
mark,0.525,6
switch,0.35,2
onion,0.6775,7
gold,0.345,2
reality,0.405,1
related,0.3525,3
appearance,0.31,4
disturbance,0.3775,4
forgetfulness,0.3775,4
introduce,0.31,3
mump,0.4475,0
shortage,0.4325,0
supplemental,0.3275,3
underproducing,0.3475,2
expensive,0.395,1
buttock,0.33,3
shape,0.3075,9
insertion,0.33,3
luteinizing,0.4475,0
impair,0.365,4
adaptation,0.355,3
backbone,0.4125,0
clean,0.33,3
formula,0.33,3
stamina,0.3775,4
hiit,0.405,7
opposite,0.215,5
abdomen,0.3175,3
consistency,0.3325,3
assist,0.3225,2
nih,0.3325,3
wake,0.345,1
independent,0.2925,4
phlebotomy,0.3575,3
marketing,0.405,1
july,0.28,3
reveal,0.3425,3
everyday,0.3775,4
medlineplus.gov,0.3725,5
www.fda.gov/drugs/drugsafety/ucm436259.htm,0.33,3
correction,0.3475,3
cah,0.4475,0
antidepressant,0.41,0
severity,0.34,3
escalation,0.3575,3
discontinuation.418,0.33,3
buy,0.285,1
bloodwork,0.445,2
stock,0.345,5
vs.,0.4525,0
country,0.405,1
endeavour,0.3925,0
sluggish,0.405,1
molecule,0.4525,0
rbc,0.385,0
diabetic,0.365,0
interpretation,0.365,2
to-1,0.45,0
advancement,0.3725,0
extraction,0.44,0
dedicated,0.385,0
thinning,0.305,0
gum,0.33,3
thereof,0.45,0
selective,0.4475,0
treatable,0.4075,0
mcdonald,0.31,1
prostatitis,0.4475,0
venothrombolic,0.3425,3
chromosome,0.4475,0
shot,0.33,3
power,0.3625,3
holistic,0.3625,0
evident,0.305,0
kid,0.405,1
dosing.221,0.3775,2
anybody,0.405,1
sell,0.4075,1
zinc,0.6775,7
overtrain,0.2675,4
rebuild,0.28,4
skip,0.365,3
lethargy,0.3775,4
shadow,0.3775,4
relevant,0.345,3
vessel,0.24,4
predictable,0.33,3
progesterone,0.45,0
menu,0.39,0
increased,0.305,4
leydig,0.4475,0
autoimmune,0.4475,0
strongly,0.2875,5
extent,0.305,2
basic,0.51,6
wearer,0.33,3
underproduction,0.3775,4
intend,0.3075,0
sleeplessness,0.33,4
library,0.3625,5
unsafe,0.465,0
intent,0.41,1
biochemical,0.3475,3
testimonial,0.4025,1
profit,0.385,0
theirs,0.435,0
alteration,0.3375,3
gear,0.405,1
driver,0.315,4
roosevelt,0.315,1
mixed,0.3425,2
haemoglobin,0.455,0
rich,0.3625,7
protect,0.415,7
renew,0.3225,4
aids,0.4475,0
abnormality,0.4475,0
myth,0.4025,1
normally,0.4525,0
consideration,0.3475,2
sufficient,0.25,2
variation,0.375,2
boy,0.445,0
stall,0.305,2
episode,0.405,1
albumin,0.33,0
detailed,0.3375,3
liquid,0.33,3
detect,0.325,1
informed,0.4,0
cvd,0.3225,3
minor,0.3725,5
investigate,0.355,3
unexplained,0.3175,4
southwestern,0.3,3
trend,0.355,3
snapshot,0.4,0
solely,0.19,4
calorie,0.3975,1
belly,0.355,0
randomize,0.3425,3
unwanted,0.4425,0
inner,0.33,3
announcer,0.4175,1
shockwave,0.345,1
mouth,0.33,3
nonoral,0.35,3
unattached,0.3425,1
presence,0.3425,3
improved,0.3575,4
pmcid,0.525,6
opt,0.35,0
eliminate,0.6625,7
intimacy,0.2975,4
sterility,0.405,1
chest,0.3975,0
caring,0.3375,4
birth,0.4475,0
educational,0.365,5
baby,0.4425,0
pathway,0.2925,4
strive,0.255,3
attribute,0.28,0
endorse,0.52,6
guarantee,0.3525,1
henryford.com,0.29,5
costly,0.2925,2
original,0.3525,1
andrology,0.515,6
cumulative,0.3775,2
gentle,0.24,1
complexity,0.285,2
routinely,0.3425,2
vigilant,0.4175,0
gender,0.34,1
unaware,0.2775,3
preservation,0.4475,0
recreational,0.45,0
smoke,0.4475,0
immediate,0.24,4
lifelong,0.3725,5
gonadal,0.4475,0
rarity,0.405,1
stand,0.395,1
trait,0.37,4
appreciate,0.4275,0
amplify,0.3875,0
type-2,0.46,0
utero,0.445,0
respectively,0.3625,2
redistribution,0.3775,4
escape,0.41,1
sufficiently,0.345,3
hypertension,0.4175,0
monday,0.345,3
everybody,0.405,1
rebalance,0.2975,1
pregnenolone,0.45,0
burn,0.3125,0
evening,0.3275,1
grin,0.26,1
concept,0.5075,6
fluid,0.465,0
overdiagnosing,0.3125,2
uncomfortable,0.2775,3
insufficient,0.345,3
thin,0.3,0
masterson,0.16,5
sum,0.3675,4
tiredness,0.3775,4
spray,0.33,3
scan,0.3525,0
heavily,0.285,7
host,0.405,1
leave,0.3175,1
previously,0.35,3
pathology,0.375,5
dip,0.455,0
resource,0.26,5
inherit,0.4475,0
digestive,0.35,0
circumstance,0.4325,2
unblinde,0.3425,3
forever,0.3175,1
greatly,0.35,0
depersonalisation,0.3775,4
leg,0.4625,0
irregularity,0.4475,0
secrete,0.4475,0
conclusion,0.355,3
swelling,0.465,0
shut,0.41,1
tip,0.35,7
overproduce,0.4475,0
imperative,0.34,3
delayed,0.4475,0
injure,0.4475,0
chalk,0.3775,4
reduced,0.3775,4
disruptive,0.375,4
ejaculate,0.325,0
collect,0.315,3
effort,0.3875,3
traditionally,0.465,0
supervision,0.3725,3
penile,0.3325,3
suit,0.3525,3
juxtapose,0.405,1
inefficient,0.3775,4
nostril,0.33,3
subtle,0.365,4
newsletter,0.2,5
n=395,0.35,3
endurance,0.3775,4
tobacco,0.3475,8
negotiable,0.355,3
vattikuti,0.3075,5
nhs,0.3475,2
canada,0.375,5
marrow,0.4475,0
nerd,0.375,1
hyperlipidemia,0.4875,0
qualify,0.3125,2
confirmatory,0.3525,2
trunk,0.4625,0
lifespan,0.3375,4
subscribe,0.4075,1
dread,0.3225,2
examination,0.3525,2
pcos,0.4475,0
nmol,0.3525,3
cholesterol,0.4575,0
lundy,0.405,1
category,0.3025,6
pharmacokinetic,0.33,3
honest,0.405,1
menopausal,0.395,0
water,0.4375,0
hit,0.405,1
organ,0.4525,0
commercial,0.3225,3
complex,0.1925,2
alongside,0.4575,0
waist,0.345,3
upper,0.33,3
confidence,0.385,4
mayo,0.465,6
alternative,0.33,3
annual,0.2575,2
endpoint,0.3425,3
actual,0.405,1
entire,0.265,3
weakness,0.375,4
wait,0.405,1
job,0.405,1
prescribing,0.335,2
cardiac,0.34,3
foundation,0.4525,6
modify,0.28,5
noticeable,0.3775,4
deepening,0.455,0
tenderness,0.465,0
james,0.37,5
eckel,0.3575,3
field,0.3175,3
eating,0.6625,7
medium,0.2125,5
google,0.3475,3
vegetable,0.6775,7
block,0.4625,0
clomiphene,0.445,0
hemochromatosis,0.4475,0
oxygen,0.39,0
reward,0.21,4
nonspecific,0.41,0
consumer,0.43,1
attempt,0.22,1
regimen,0.3,0
effectiveness,0.3525,3
washington,0.37,5
harm,0.445,0
initially,0.35,0
fatty,0.23,0
variable,0.325,2
pre,0.355,3
relatively,0.3275,3
optional,0.3175,1
particular,0.3375,3
entity,0.4075,1
testes,0.4475,0
view,0.3725,0
importance,0.36,3
replace,0.335,3
consist,0.3275,3
complicated,0.3875,1
unfavourable,0.4625,0
concerned,0.405,1
definitive,0.3425,3
capsule,0.33,3
attend,0.35,3
world,0.3475,5
attach,0.3325,3
calcium,0.3275,7
personalize,0.19,5
thoughtfully,0.4425,2
intensity,0.3725,4
scrotum,0.25,1
touch,0.33,3
definitely,0.405,1
white,0.6775,7
slight,0.33,3
prevalence,0.3425,3
enlarged,0.465,0
challenging,0.3475,3
nasir,0.3525,3
luteinise,0.4475,0
preparations.421,0.3125,3
spend,0.405,1
ed)will,0.3375,0
unlikely,0.4625,0
instance,0.3775,0
getting,0.405,1
spermatogenesis,0.25,2
assessment,0.34,3
willingness,0.37,0
tie,0.375,4
exacerbated,0.3025,3
device,0.33,3
rebalancing,0.3375,3
vascular,0.4,1
hospital,0.375,5
website,0.39,1
happy,0.405,1
division,0.375,5
compound,0.33,3
transfer,0.33,3
location,0.27,3
hypothyroidism,0.4475,0
action,0.2825,4
set,0.3675,1
discussion,0.3425,0
national,0.3725,5
dosing,0.33,3
irregular,0.4525,0
intense,0.395,1
surround,0.36,3
canadian,0.3875,3
forward,0.375,0
hypergonadotropic,0.4475,0
safety.30,0.3575,2
flood,0.455,0
sedentary,0.3625,4
dedicate,0.255,5
depressive,0.3775,4
utah,0.39,1
educate,0.3575,0
fashion,0.3525,3
sort,0.405,1
recognise,0.37,2
obviously,0.405,1
walk,0.38,1
quiz,0.33,4
invasive,0.33,3
definition,0.3575,3
commitment,0.3275,2
prostatic,0.4525,0
stick,0.33,3
i.e.,0.375,3
click,0.36,0
expectation,0.245,1
course,0.3975,1
amory,0.405,1
decent,0.405,1
specialized,0.36,0
height,0.34,0
contrast,0.3975,0
butt,0.4025,1
documentation,0.36,2
abnormally,0.4475,0
accept,0.27,0
states,0.285,5
temporary,0.465,0
adam,0.3075,3
comment,0.415,8
immediately,0.335,2
comfort,0.3275,3
startedinjectable,0.3325,3
diminished,0.4225,0
increasingly,0.4175,1
cmp,0.46,0
propionate,0.33,3
conclude,0.35,3
audio,0.375,1
reaction,0.33,3
slightly,0.335,3
baylor,0.37,5
british,0.3725,5
discreet,0.33,3
absolute,0.3375,3
mimic,0.435,0
afraid,0.405,1
environment,0.2375,3
primarily,0.4625,0
unable,0.4625,0
inhibit,0.4625,0
accidentally,0.33,3
transference,0.33,3
menstruation,0.46,0
cause(s,0.27,2
public,0.345,3
handpicke,0.2275,0
sinai,0.37,5
counseling,0.3825,8
relative,0.3475,3
podcast,0.4075,1
overlapping,0.3475,3
complicate,0.2725,1
disrupt,0.445,0
bph,0.38,0
misuse,0.4475,0
million,0.3525,0
therapist,0.3925,1
methodology,0.3425,3
behavior,0.255,4
dress,0.33,3
anawalt,0.5225,6
enanthate,0.33,3
boron,0.6775,7
clarity,0.2925,4
certify,0.305,5
board,0.3575,5
unequivocally,0.365,3
vascularity,0.33,3
future,0.2625,1
accumulation,0.365,0
orthopedic,0.3775,4
face,0.405,1
funk,0.405,1
causative,0.34,0
unclear,0.3375,3
nonsmoker,0.3725,4
overeating,0.355,0
resemblance,0.37,1
vigorous,0.2275,7
discrepancy,0.335,3
bioavailable,0.3425,1
slew,0.405,1
metabolization,0.33,3
percentile,0.34,3
dilemma,0.3375,3
roman,0.405,1
dl).437,0.3225,3
periodic,0.36,2
correctly,0.415,1
infrequent,0.3525,3
couple,0.405,1
document,0.3375,3
science,0.395,5
college,0.375,5
admission,0.34,3
nanogram,0.3525,3
meta,0.3425,3
androgenic,0.4525,0
hinder,0.4575,0
resistance,0.4625,0
receptor,0.45,0
implant,0.33,3
thank,0.405,1
memory,0.3775,4
platform,0.4075,1
scientific,0.36,5
shoulder,0.33,3
clearly,0.3925,1
headache,0.36,4
downside,0.405,1
recovery,0.3175,3
stuff,0.405,1
overview,0.2675,5
situation,0.405,1
dietary,0.6775,7
brand,0.33,3
useful,0.3275,3
united,0.305,5
write,0.32,0
resolve,0.4175,0
haematocrit,0.4575,0
hope,0.4225,1
acquire,0.4475,0
nose,0.33,3
oxytocin,0.33,3
enjoy,0.4075,1
threshold,0.34,3
physically,0.3375,4
social,0.2375,4
indicator,0.3375,4
fine,0.405,1
cite,0.49,6
wrong,0.405,1
warrant,0.3725,3
intervention,0.385,2
appropriately,0.35,2
frequent,0.33,3
market,0.2825,1
rectal,0.3075,1
message,0.405,1
majority,0.405,1
beard,0.4475,0
lung,0.4525,0
assistant,0.3725,5
atrophy,0.4625,0
update,0.3075,3
structure,0.2325,3
technology,0.2275,9
exposure,0.4475,0
negatively,0.4325,0
consumption,0.4,0
summary,0.3325,3
opportunity,0.405,1
realize,0.405,1
depth,0.2925,2
distribution,0.3775,4
volume,0.355,2
preclude,0.3075,2
bph.59,0.3425,3
date,0.3175,3
regain,0.35,4
obtain,0.3725,2
dihydrotestosterone,0.46,0
clumping,0.33,3
nope,0.4075,1
news,0.3625,5
send,0.3675,0
cortisol,0.46,0
transdermal,0.33,3
chorionic,0.445,0
never,0.405,1
messenger,0.4625,0
aveed,0.33,3
smoking,0.4075,0
deciliter,0.3525,3
exactly,0.405,1
booster,0.405,1
ester,0.33,3
advertising,0.3825,0
hiv,0.4475,0
impersonation,0.405,1
internet,0.475,6
imbalance,0.46,0
society,0.5225,6
table,0.3425,3
serve,0.3,3
initiate,0.22,5
precursor,0.45,0
claim,0.235,5
interfere,0.4575,0
consume,0.6775,7
chance,0.29,7
maturing,0.425,0
pubic,0.44,0
connect,0.245,4
examine,0.3475,3
clinically,0.345,3
muscular,0.3525,4
away,0.31,3
index,0.3175,3
subcutaneous,0.33,3
preparation,0.33,3
finally,0.405,1
incorporate,0.395,7
qualified,0.305,2
intake,0.6775,7
semen,0.4475,0
reliable,0.3525,3
loh,0.3675,3
diagnostic,0.3325,3
aware,0.29,3
train,0.3725,1
counsel,0.3375,3
reevaluate,0.405,1
sudden,0.43,0
replenish,0.305,4
mission,0.35,5
cessation,0.3975,8
conditional,0.345,3
muthigi,0.34,2
invite,0.3425,5
unit,0.28,0
originally,0.39,1
demonstrate,0.37,2
ideal,0.33,3
dabaja,0.2825,5
inadequate,0.4475,0
inconsistent,0.355,2
analyze,0.3375,3
inflammation,0.4475,0
healthier,0.405,1
osterberg,0.3,4
unlike,0.4325,0
pure,0.3975,0
spurt,0.46,0
reteste,0.2975,4
strategic,0.3125,2
densitometry,0.4125,0
commit,0.3825,0
delay,0.4475,0
barometer,0.3225,4
huge,0.405,1
prepare,0.33,3
account,0.3525,2
aged,0.385,6
analog,0.435,0
persist,0.44,0
headspace,0.405,1
injection).445,0.33,3
enlist,0.4475,0
pronounce,0.375,4
disproportionally,0.4025,1
select,0.3575,2
aua,0.3375,3
member,0.335,5
archive,0.25,5
count,0.4625,0
search,0.27,3
average,0.3025,2
signal,0.4475,0
endocrinology,0.52,6
conversation,0.405,1
dht,0.4625,0
interlink,0.46,0
simple,0.4125,0
pharmacy,0.33,3
run,0.405,1
partner,0.3875,0
attache,0.4125,0
drink,0.6775,7
association,0.3575,3
struggle,0.405,1
vitamin,0.6775,7
practitioner,0.385,2
super,0.405,1
wonder,0.405,1
international,0.5025,6
track,0.2,9
attention,0.205,9
inside,0.33,3
ago,0.405,1
essentially,0.405,1
plenty,0.405,1
academic,0.2275,0
lowering,0.4025,1
comfortable,0.405,1
gut,0.4025,1
word,0.405,1
certainly,0.405,1
recently,0.28,3
consistently,0.2275,2
contested,0.32,2
retention,0.465,0
journal,0.515,6
adiposity,0.375,4
break,0.4625,0
inappropriately,0.27,0
ultimately,0.365,1
infarction,0.34,3
myocardial,0.34,3
innovation,0.34,3
abuse,0.4475,0
noon,0.4625,0
separate,0.31,2
nutrient,0.62,7
spike,0.33,3
frequently,0.235,1
supply,0.33,3
fracture,0.375,4
adjustment.28,0.415,2
modification,0.42,2
mainly,0.4525,0
transform,0.3575,1
popular,0.3975,1
|ꚛꚛꚛo,0.3525,2
skimp,0.395,4
factual,0.3125,0
guide,0.305,2
careful,0.3275,3
psa,0.3425,2
validate,0.33,2
preexist,0.335,2
breakdown,0.24,2
enroll,0.285,1
counter,0.405,1
brag,0.3975,1
cleveland,0.405,1
institute,0.37,5
artery,0.25,4
finding,0.36,3
needle,0.33,3
insulin,0.4625,0
initial,0.3875,2
iron,0.4475,0
success,0.3725,0
eye,0.3675,0
insight,0.35,3
regulation,0.3775,4
thousand,0.3725,0
mount,0.42,0
dad,0.405,1
reasonable,0.36,1
okay,0.405,1
premature,0.445,0
successful,0.3325,0
company,0.3775,0
circulate,0.435,0
chemical,0.43,0
suitable,0.33,3
welcome,0.4075,1
state,0.215,5
relieve,0.31,4
m.d,0.37,5
register,0.3525,3
absolutely,0.405,1
trauma,0.4475,0
hypothalamic,0.4475,0
failure,0.4475,0
training,0.23,7
hyperplasia,0.45,0
cover,0.295,2
thigh,0.33,3
subject,0.3225,2
etc,0.4075,0
antigen,0.3625,0
alopecia,0.46,0
ail,0.405,1
axis,0.4475,0
deal,0.405,1
confirmed,0.35,2
minimize,0.325,1
standpoint,0.4025,1
quit,0.32,0
impetus,0.345,3
cent,0.435,0
differently,0.335,2
inhibitor,0.45,0
regret,0.3275,1
disadvantage,0.3325,3
shrinkage,0.405,1
thoroughly,0.3225,3
large,0.3425,3
override,0.4525,0
thirty,0.4525,0
inability,0.3775,4
https://themenshealthclinic.co.uk/microdosing-trt-the-future-of-testosterone-replacement-therapy/,0.5125,6
considerably,0.34,3
troy,0.405,1
percent,0.2375,3
email,0.3775,0
space,0.405,1
absorption,0.33,3
nasal,0.33,3
opinion,0.3975,1
undecanoate,0.33,3
encompass,0.3525,2
department,0.375,5
digital,0.3725,1
trip,0.2975,0
relief,0.34,3
ratio,0.2875,1
duration,0.345,2
percentage,0.3875,2
mention,0.405,1
estimate,0.3425,3
advanced,0.365,5
marker,0.3575,4
single,0.405,1
telemedicine,0.325,3
caution,0.415,2
challenge,0.3275,3
experienced,0.33,2
near,0.395,0
suspect,0.4,0
progress,0.3525,2
basis,0.3825,2
easily,0.33,3
line,0.405,1
highlight,0.3325,3
advice,0.2975,0
unfortunately,0.3325,1
ascertain,0.3375,3
versus,0.3,0
biological,0.2925,4
slide,0.405,1
thickening,0.3675,2
lessened,0.3775,4
physiological,0.35,0
globulin,0.41,0
past,0.37,1
service,0.245,5
night,0.395,1
population,0.3425,3
home,0.3175,0
damage,0.4475,0
malfunction,0.445,0
endocrine,0.52,6
kidney,0.4425,0
surgical,0.4425,0
depressed,0.3775,4
flow,0.2675,7
dangerous,0.4,1
recommended5,0.355,2
tom,0.405,1
opioid,0.4475,0
whilst,0.4475,0
secondly,0.4025,1
specifically,0.3375,3
purpose,0.33,3
baldness,0.46,0
somebody,0.405,1
prefer,0.33,3
journey,0.32,2
target,0.37,2
fog,0.3775,4
multiple,0.3275,3
dry,0.33,3
listen,0.4075,1
rise,0.3775,0
prescribed,0.33,3
minus,0.38,0
specialize,0.3,5
gynecomastia,0.4625,0
cut,0.3325,3
disagree,0.365,1
frustration,0.405,1
reliever,0.38,0
hematocrit,0.4875,2
tumor,0.4475,0
define,0.34,3
abnormal,0.445,0
steroid,0.4475,0
infection,0.4475,0
hey,0.405,1
bmi,0.335,3
consequence,0.37,4
u.s,0.33,5
lipid,0.45,0
slowly,0.33,3
physiology,0.5225,6
vital,0.37,4
traditional,0.34,3
criterion,0.3425,3
professor,0.3725,5
worth,0.405,1
idea,0.405,1
clot,0.465,0
benign,0.455,0
previous,0.355,3
bear,0.4475,0
screen,0.4825,6
repeat,0.3925,2
hear,0.405,1
connection,0.4625,0
anabolic,0.4575,0
preference,0.365,3
plus,0.29,2
wet,0.33,3
tool,0.3625,3
enzyme,0.46,0
critical,0.3275,4
figure,0.4,1
visit,0.39,1
shelf,0.2275,3
fully,0.3175,0
and/or,0.375,4
acne,0.465,0
program,0.3025,3
family,0.4075,1
measurement,0.3525,3
urinary,0.4625,0
lean,0.3225,4
steele,0.405,1
interviewer,0.405,1
penis,0.3325,3
medically,0.2275,5
cure,0.405,1
reverse,0.3775,4
thought,0.38,1
advise,0.4275,2
insomnia,0.3775,4
john,0.405,1
steady,0.33,3
share,0.285,5
completely,0.405,1
alertness,0.3825,4
far,0.405,1
wide,0.335,2
engage,0.2625,4
prioritize,0.5725,7
obese,0.465,0
pet,0.33,3
spontaneous,0.3775,4
proactive,0.3425,0
swollen,0.3825,0
tailor,0.34,3
stage,0.45,0
investigation,0.3475,3
preserve,0.46,0
content,0.22,0
adequate,0.4575,0
adulthood,0.4525,0
agree,0.4175,1
ameliorate,0.43,2
quickly,0.33,3
injectable,0.33,3
mitch,0.405,1
remove,0.33,3
request,0.3425,3
untreated,0.4575,0
polycythemia,0.41,2
value,0.395,2
|ꚛooo,0.345,2
applied,0.33,3
concluding,0.3175,4
cost,0.2825,2
state.434,0.3775,2
design,0.3575,2
err,0.405,1
let,0.405,1
insurance,0.32,0
decision,0.38,0
genetic,0.4475,0
female,0.4575,0
hold,0.3325,3
placebo,0.3425,3
properly,0.45,0
safely,0.3225,3
outside,0.2925,1
frequency,0.3325,3
congenital,0.4475,0
sensitivity,0.4625,0
e.g.,0.3575,3
feedback,0.4475,0
igf-1,0.4625,0
book,0.2525,2
supplementation,0.28,2
habit,0.45,7
enter,0.3975,1
tablet,0.33,3
typical,0.4325,0
urological,0.345,3
deficient,0.34,3
elevate,0.4625,0
effectively,0.35,2
pro,0.33,3
scripps.org,0.28,0
suppress,0.4575,0
lethargic,0.405,1
henceforth,0.3375,3
rebound,0.405,1
ease,0.25,0
excessive,0.4475,0
kallmann,0.4475,0
questionnaire,0.345,3
panel,0.35,3
screening,0.375,8
clear,0.38,1
procedure,0.33,3
half,0.3425,1
sample,0.345,2
therapeutic,0.3275,2
area,0.33,3
motivation,0.3775,4
nutrition,0.57,7
detail,0.2975,0
instead,0.3775,7
fit,0.2825,2
recognize,0.3375,3
label,0.3725,2
open,0.405,1
deep,0.465,0
adrenal,0.4475,0
klinefelter,0.4475,0
rest,0.29,4
irritation,0.33,3
gradual,0.355,0
mild,0.265,0
love,0.405,1
worry,0.405,1
proper,0.41,2
additionally,0.4075,0
shrink,0.4625,0
analyse,0.4375,0
describe,0.3175,3
return,0.33,3
external,0.19,3
expertise,0.2375,2
devise,0.31,4
debate,0.405,1
recognition,0.2625,3
con,0.33,3
site,0.33,3
fluctuate,0.3375,2
monitoring,0.4525,2
continue,0.385,2
link,0.4425,0
hot,0.375,4
follicle,0.4475,0
arm,0.33,3
paper,0.3125,5
internal,0.355,5
approximately,0.35,2
cypionate,0.33,3
pretty,0.405,1
prove,0.4025,1
closely,0.2875,0
pay,0.405,1
enlarge,0.3225,4
overtraine,0.4475,0
additional,0.335,3
miss,0.4075,1
cycle,0.495,0
rule,0.3225,1
picture,0.405,1
stickler,0.405,1
peak,0.34,2
choice,0.3075,2
fall,0.3375,8
dwindle,0.33,1
prior,0.435,2
scott,0.405,1
tissue,0.46,0
estradiol,0.4525,0
laboratory,0.335,3
build,0.38,4
contain,0.5175,7
evaluation,0.3275,3
clomid,0.405,1
extra,0.44,0
hand,0.33,3
customize,0.345,3
author,0.335,5
symptomatic,0.345,3
trigger,0.46,0
complication,0.4625,0
intramuscular,0.33,3
mineral,0.375,4
interested,0.2375,3
inform,0.365,3
formation,0.465,0
carefully,0.3925,2
underlie,0.4625,0
builder,0.3325,0
feeling,0.3775,4
influence,0.3225,4
yes,0.405,1
optimise,0.3375,0
rotate,0.33,3
self,0.3375,3
vitality,0.38,4
learn,0.3825,1
bind,0.4075,0
quantity,0.2175,7
prolactin,0.4475,0
easy,0.275,0
rate,0.35,3
period,0.4125,0
surgery,0.355,5
estrogen,0.4525,0
explore,0.38,0
illness,0.4475,0
understanding,0.325,2
characteristic,0.4525,0
remain,0.34,3
exist,0.34,2
convenient,0.37,3
application,0.33,3
hotaling,0.405,1
ovulate,0.4075,1
combination,0.3275,4
office,0.27,5
soon,0.405,1
hemoglobin,0.3375,3
small,0.33,3
hormones-,0.4475,0
regularly,0.29,2
physicians,0.355,3
averse,0.33,3
guy,0.405,1
notice,0.3925,1
similar,0.3125,2
usually,0.33,3
anemia,0.375,4
hour,0.33,3
individualized,0.345,3
hypogonadal,0.3375,3
private,0.335,2
excess,0.46,0
major,0.3375,3
obstructive,0.4475,0
degree,0.385,2
wellbeing,0.3675,4
reduction,0.3675,4
aim,0.2375,0
overweight,0.465,0
story,0.405,1
consistent,0.35,3
efficacy,0.365,2
close,0.2625,2
alleviate,0.3775,4
nearly,0.3425,3
rare,0.4475,0
adverse,0.3575,3
attributable,0.33,4
human,0.435,0
researcher,0.3125,3
cream,0.33,3
attack,0.33,2
severe,0.3425,1
little,0.405,1
fsh,0.4475,0
moderate,0.345,3
shbg,0.41,0
university,0.375,5
hcg,0.41,0
stable,0.33,3
baseline,0.365,2
limit,0.245,7
strategy,0.4,2
remember,0.3825,1
endocrinologist,0.2225,3
bolster,0.335,3
fail,0.3525,2
gradually,0.3925,0
guidance,0.325,2
beneficial,0.375,1
crucial,0.2925,2
underlying,0.445,0
draw,0.405,2
overdraw,0.4875,2
twice,0.33,3
consultation,0.335,3
troubling,0.3325,4
delivery,0.33,3
main,0.285,0
essential,0.445,0
prevent,0.465,0
allow,0.33,3
release,0.4175,0
yeah,0.405,1
oestrogen,0.4575,0
bring,0.405,1
publish,0.525,6
metabolism,0.3925,5
convert,0.4575,0
hard,0.405,1
enclomiphene,0.3275,3
aromatase,0.4575,0
decade,0.32,3
quick,0.405,1
advertisement,0.4475,0
manufactured,0.3825,0
believe,0.4,1
food,0.6775,7
fluctuation,0.3225,3
non,0.3325,3
group,0.3475,3
person,0.405,1
pellet,0.33,3
reference,0.3575,3
place,0.33,3
desire,0.3775,4
product,0.33,3
mind,0.405,1
thorough,0.355,2
big,0.405,1
enlargement,0.465,0
aspect,0.3875,4
sound,0.405,1
true,0.405,1
undergo,0.425,0
accurate,0.34,2
discriminatory,0.3525,2
compare,0.3625,2
orthinne,0.445,0
management,0.5,6
short,0.33,3
interest,0.235,3
tend,0.405,1
adjustment,0.325,3
personal,0.38,0
list,0.2425,3
currently,0.33,3
consult,0.375,0
candidate,0.3475,2
alcohol,0.445,0
alkylated,0.3425,3
clinician,0.3275,3
real,0.405,1
helpful,0.4225,1
fix,0.405,1
ready,0.3725,0
report,0.3575,3
urology,0.3725,5
solution,0.3425,3
oestradiol,0.4625,0
literature,0.3425,3
profile,0.32,2
despite,0.345,3
conduct,0.3425,3
matter,0.405,1
bit,0.405,1
speak,0.3825,1
concentrate,0.3775,4
composition,0.3775,4
routine,0.295,2
administer,0.33,3
access,0.4275,6
supplement,0.315,1
diet,0.6725,7
turn,0.405,1
establish,0.335,3
weak,0.3325,3
emotional,0.3775,4
anxiety,0.3775,4
tired,0.405,1
explain,0.3625,0
trouble,0.3775,4
congestive,0.42,0
encourage,0.395,1
source,0.6,7
fda,0.41,2
adjust,0.3875,2
number,0.3875,1
energised,0.3775,4
end,0.405,1
happen,0.3825,1
difficulty,0.3775,4
difference,0.405,1
reason,0.405,1
balanced,0.37,7
act,0.33,3
standard,0.335,2
middle,0.405,1
recent,0.3575,3
chemotherapy,0.4475,0
response,0.2575,2
carry,0.3225,3
direct,0.325,3
flash,0.375,4
choose,0.345,3
grade,0.34,3
identify,0.3325,3
disorder,0.4475,0
datum,0.3375,3
child,0.4125,0
refer,0.28,3
grow,0.405,0
androgen,0.4175,0
metabolic,0.4575,0
irritability,0.3775,4
pain,0.33,3
probably,0.405,1
